idx,Periódico,Categoría,Título,Contenido,Clasificación,Score BERT,Tipo
227,ElDiario,Cultura,juan diego botto vuelve a convulsionar el teatro español con una noche sin luna,con todas las entradas vendidas cada noche el actor encarna la figura de federico garcía lorca en un ritual donde memoria histórica y presente político se funden entrevista josé sacristán los jóvenes que dicen que con franco se vivía mejor no tienen ni puta idea de lo que es vivir una dictadura el g...,Clickbait,0.538,Ambos: Clickbait
229,ElDiario,Cultura,eudald espluga filósofo no podemos dejar los imaginarios del fin del mundo en manos de la extrema derecha,el autor publica imaginar el fin un ensayo que propone reapropiarse del apocalipsis como herramienta política frente al colapsismo la impotencia contemporánea y los relatos del miedo el último rincón de pensar j.c. bouso investigador en psicodélicos es una paradoja que la derecha sea quien más está ...,No Clickbait,0.430,Ambos: No Clickbait
230,ElDiario,Cultura,los mejores discos del siglo xxi elegidos por 91 expertos musicales,un jurado compuesto por críticos de música del país selecciona los 25 álbumes más destacados del primer cuarto de siglo publicados entre el 2000 y el 2025 los 10 mejores discos de 2025 las votaciones experto a experto de los mejores discos del siglo xxi la música tiene el poder de interpelarnos a ca...,No Clickbait,0.241,Ambos: No Clickbait
231,ElDiario,Cultura,los rolling stones confirman el título de su nuevo disco foreign tongues,según la agencia británica de noticias pa el primer álbum del grupo desde 2023 saldrá a la venta el 10 de julio el día que los rolling stones comenzaron su leyenda por tan solo 20 libras los rolling stones confirmaron este sábado el título de su próximo proyecto discográfico foreign tongues tras mes...,No Clickbait,0.256,Ambos: No Clickbait
233,ElDiario,Cultura,el último de la fila firma otra noche histórica bajo la lluvia,el dúo barcelonés regresó a casa y triunfó ante 56.000 fans empapados y felices de asistir a tan inesperado reencuentro el último de la fila vuelve frente al mar de fuengirola 30 años después la misma emoción nadie lo sospechaba pero barcelona aún tenía que vivir otra noche histórica de el último de...,No Clickbait,0.486,Ambos: No Clickbait
234,ElDiario,Cultura,españa siempre a punto de hablar del sida la memoria artística del vih se pregunta si el momento es ahora,las obras de eduardo casanova silencio y sidosa quieren romper de una vez con todas con el estigma y el museo reina sofía contribuye a ello haciendo brillar el arte activista en el recorrido de su colección enmarcar a banksy la tensión entre arte protesta y mercantilización sale a flote en venecia c...,Clickbait,0.597,Ambos: Clickbait
235,ElDiario,Cultura,el mítico studio ghibli premio princesa de asturias de comunicación y humanidades 2026,el estudio de cine animado creado por hayao miyazaki y responsable de obras maestras como el viaje de chihiro o el castillo ambulante ha sido reconocido por el jurado la cantante y escritora patti smith premio princesa de asturias de las artes el mítico emblema del cine de animación mundial y creado...,No Clickbait,0.198,Ambos: No Clickbait
236,ElDiario,Cultura,chiara oliver si eres fan de un artista no tienes que hacer comparaciones ni tirarle mierda a otro,la artista publica no fue real su álbum debut que la lleva a reflexionar sobre el efecto del tdah en su carrera la aceleración que sufre la industria musical y las dificultades que atraviesan los jóvenes martin urrutia estoy harto de las redes sociales si no existieran habría un cambio en la socieda...,Clickbait,0.628,Ambos: Clickbait
237,ElDiario,Cultura,extrabajadores de puy du fou denuncian un cementerio de animales dentro del parque,ocas gansos corderos cabras ovejas y conejos fueron algunas de las especies que los responsables del departamento de animales y caballería pedían a sus equipos que enterraran según denuncian a una práctica que se considera ilegal reacciones puy du fou abre una investigación interna sobre el entierro...,No Clickbait,0.229,Ambos: No Clickbait
238,ElDiario,Cultura,j.c. bouso investigador en psicodélicos es una paradoja que la derecha sea quien más está apoyando estas sustancias,el psicólogo y doctor en farmacología uno de los mayores expertos en los usos terapéuticos de las drogas aborda su uso para la psiquiatría al tiempo que alerta sobre una burbuja psicodélica el último rincón de pensar philippe sands la idea de que el derecho internacional está muerto es absurda cuand...,No Clickbait,0.392,Ambos: No Clickbait
240,Huffingtonpost,Internacional,israel vuelve a bombardear beirut y rompe la tregua con hezbolá,israel ha vuelto a atacar los suburbios del sur de beirut por primera vez desde la entrada en vigor del alto el fuego con hezbolá según ha publicado la agencia efe . el bombardeo marca una nueva escalada militar en un momento extremadamente delicado para la región y amenaza con hacer saltar por los ...,No Clickbait,0.295,Ambos: No Clickbait
241,Huffingtonpost,Internacional,trump suspende el operativo militar en ormuz tras hablar de un considerable progreso con irán,nuevo giro en la crisis del estrecho de ormuz. donald trump anunció este martes la suspensión del operativo militar estadounidense bautizado como proyecto libertad una misión que apenas llevaba unos días en marcha y cuyo objetivo era garantizar el paso seguro de buques mercantes en una de las rutas ...,No Clickbait,0.415,Ambos: No Clickbait
242,Huffingtonpost,Internacional,la justicia tumba otro gran arancel de trump y pone en riesgo 166.000 millones de dólares,nuevo golpe judicial para donald trump y su política comercial. el tribunal de comercio internacional de estados unidos ha bloqueado este jueves el arancel global del 10% que el expresidente impuso el pasado febrero a la mayoría de productos importados al considerar que utilizó de manera incorrecta ...,No Clickbait,0.352,Ambos: No Clickbait
243,Huffingtonpost,Internacional,alto el fuego... pese a todo por qué eeuu resta importancia a los ataques por debajo del umbral de irán y mantiene la tregua,alto el fuego pese a todo. la frágil dubitativa e inconcreta tregua militar entre eeuu más israel e irán prosigue por mucho que en las últimas horas ambos bandos hayan denunciado ataques. la casa blanca ha sido clara al confirmar que el alto el fuego se mantiene pese a las acciones de irán que están...,Clickbait,0.532,Ambos: Clickbait
244,Huffingtonpost,Internacional,nuevo choque en oriente medio irán acusa a ee.uu en la onu e israel deja 12 muertos en líbano,la tensión en oriente medio sigue lejos de rebajarse pese a las últimas iniciativas diplomáticas y los altos el fuego parciales anunciados durante las últimas semanas. mientras iran endurecía este jueves su discurso ante naciones unidas sobre la crisis en el estrecho de ormuz nuevos bombardeos israe...,No Clickbait,0.250,Ambos: No Clickbait
245,Huffingtonpost,Internacional,500 millones de dólares 36 pasajeros y dos helipuertos el yate vinculado al hombre más rico de rusia cruza el estrecho de ormuz en pleno bloqueo por la guerra de irán,actualmente desplazarse por el estrecho es una situación impenable para prácticamente cualquier embarcación dado el alto riesgo que ello representa . cabe recordar que desde finales de febrero el ejército israelí en conjunto con las fuerzas armadas estadounidenses atacó irán lo cual ha desatado una ...,No Clickbait,0.258,Ambos: No Clickbait
246,Huffingtonpost,Internacional,sheinbaum lanza una indirecta contra ayuso quienes reivindican a hernán cortés y sus atrocidades están destinados a la derrota,claudia sheinbaum no se ha querido perder la ocasión de replicar las palabras de isabel díaz ayuso. la presidenta mexicana ha arremetido inidirectamente este martes contra quienes buscan reivindicar la conquista española y la figura de hernán cortés al advertir que están destinados a la derrota. tod...,No Clickbait,0.263,Ambos: No Clickbait
247,Huffingtonpost,Internacional,irán asegura haberle dado a un destructor de eeuu con dos misiles advertencia rápida y decisiva,vuelve a dispararse la tensión en el estrecho de ormuz después de varios anuncios que vuelven a tener como gran protagonista al paso marítimo que alberga el 20% del flujo del petróleo y gas natural a nivel mundial. la armada de irán ha anunciado este lunes que ha logrado que dos buques de guerra de ...,No Clickbait,0.256,Ambos: No Clickbait
249,Huffingtonpost,Internacional,tragedia en china una explosión en una fábrica de fuegos artificiales deja al menos 21 muertos,una potente explosión en una fábrica de fuegos artificiales en el centro de china ha dejado al menos 21 muertos y más de 60 heridos en uno de los accidentes industriales más graves de los últimos meses en el país.el estallido se produjo este lunes por la tarde en un taller del municipio de liuyang e...,No Clickbait,0.238,Ambos: No Clickbait
250,Huffingtonpost,Internacional,tengo todas las cartas trump presume de ser el rey del uno pero descubren que no se sabe las reglas,28 de febrero de 2025. el presidente de ucrania volodimir zelenski visita a su homólogo de estados unidos donald trump en la casa blanca. el anfitrión dio un repaso histórico a su visitante afeándole su postura en la negociación de paz con rusia su invasor por si hay que recordarlo y prácticamente c...,Clickbait,0.537,Ambos: Clickbait
251,Huffingtonpost,Internacional,china abandona la diplomacia del lobo guerrero y cambia el tono ante trump solo 12 países en el mundo mantienen ya relaciones oficiales con taiwán,pocos saben imaginan o quieren ignorar que solo unos pocos países tienen relaciones oficiales con taiwán como país soberano y los mismos que lo reconocen de hecho como país. es más el propio eeuu no apoya oficialmente una china que no sea una es decir unida la continental y la isla taiwanesa. parado...,No Clickbait,0.327,Ambos: No Clickbait
